"""LOCATION""",INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
KOR,PISASCIENCE,GIRL,MEANSCORE,A,2009,539
KOR,PISASCIENCE,GIRL,MEANSCORE,A,2012,535.93
KOR,PISASCIENCE,GIRL,MEANSCORE,A,2015,521
LUX,PISASCIENCE,BOY,MEANSCORE,A,2006,491
LUX,PISASCIENCE,BOY,MEANSCORE,A,2009,487
LUX,PISASCIENCE,BOY,MEANSCORE,A,2012,498.715
LUX,PISASCIENCE,BOY,MEANSCORE,A,2015,487
LUX,PISASCIENCE,GIRL,MEANSCORE,A,2006,482
LUX,PISASCIENCE,GIRL,MEANSCORE,A,2009,480
LUX,PISASCIENCE,GIRL,MEANSCORE,A,2012,483.484
LUX,PISASCIENCE,GIRL,MEANSCORE,A,2015,479
MEX,PISASCIENCE,BOY,MEANSCORE,A,2006,413
MEX,PISASCIENCE,BOY,MEANSCORE,A,2009,419
MEX,PISASCIENCE,BOY,MEANSCORE,A,2012,418.128
MEX,PISASCIENCE,BOY,MEANSCORE,A,2015,420
MEX,PISASCIENCE,GIRL,MEANSCORE,A,2006,406
MEX,PISASCIENCE,GIRL,MEANSCORE,A,2009,413
MEX,PISASCIENCE,GIRL,MEANSCORE,A,2012,411.836
MEX,PISASCIENCE,GIRL,MEANSCORE,A,2015,412
NLD,PISASCIENCE,BOY,MEANSCORE,A,2006,528
NLD,PISASCIENCE,BOY,MEANSCORE,A,2009,524
NLD,PISASCIENCE,BOY,MEANSCORE,A,2012,523.622
NLD,PISASCIENCE,BOY,MEANSCORE,A,2015,511
NLD,PISASCIENCE,GIRL,MEANSCORE,A,2006,521
NLD,PISASCIENCE,GIRL,MEANSCORE,A,2009,520
NLD,PISASCIENCE,GIRL,MEANSCORE,A,2012,520.415
NLD,PISASCIENCE,GIRL,MEANSCORE,A,2015,507
NZL,PISASCIENCE,BOY,MEANSCORE,A,2006,528
NZL,PISASCIENCE,BOY,MEANSCORE,A,2009,529
NZL,PISASCIENCE,BOY,MEANSCORE,A,2012,517.875
NZL,PISASCIENCE,BOY,MEANSCORE,A,2015,516
NZL,PISASCIENCE,GIRL,MEANSCORE,A,2006,532
NZL,PISASCIENCE,GIRL,MEANSCORE,A,2009,535
NZL,PISASCIENCE,GIRL,MEANSCORE,A,2012,513.297
NZL,PISASCIENCE,GIRL,MEANSCORE,A,2015,511
NOR,PISASCIENCE,BOY,MEANSCORE,A,2006,484
NOR,PISASCIENCE,BOY,MEANSCORE,A,2009,498
NOR,PISASCIENCE,BOY,MEANSCORE,A,2012,492.792
NOR,PISASCIENCE,BOY,MEANSCORE,A,2015,500
NOR,PISASCIENCE,GIRL,MEANSCORE,A,2006,489
NOR,PISASCIENCE,GIRL,MEANSCORE,A,2009,502
NOR,PISASCIENCE,GIRL,MEANSCORE,A,2012,496.346
NOR,PISASCIENCE,GIRL,MEANSCORE,A,2015,497
POL,PISASCIENCE,BOY,MEANSCORE,A,2006,500
POL,PISASCIENCE,BOY,MEANSCORE,A,2009,505
POL,PISASCIENCE,BOY,MEANSCORE,A,2012,524.421
POL,PISASCIENCE,BOY,MEANSCORE,A,2015,504
POL,PISASCIENCE,GIRL,MEANSCORE,A,2006,496
POL,PISASCIENCE,GIRL,MEANSCORE,A,2009,511
POL,PISASCIENCE,GIRL,MEANSCORE,A,2012,527.149
POL,PISASCIENCE,GIRL,MEANSCORE,A,2015,498
PRT,PISASCIENCE,BOY,MEANSCORE,A,2006,477
PRT,PISASCIENCE,BOY,MEANSCORE,A,2009,491
PRT,PISASCIENCE,BOY,MEANSCORE,A,2012,488.346
PRT,PISASCIENCE,BOY,MEANSCORE,A,2015,506
PRT,PISASCIENCE,GIRL,MEANSCORE,A,2006,472
PRT,PISASCIENCE,GIRL,MEANSCORE,A,2009,495
PRT,PISASCIENCE,GIRL,MEANSCORE,A,2012,490.224
PRT,PISASCIENCE,GIRL,MEANSCORE,A,2015,496
SVK,PISASCIENCE,BOY,MEANSCORE,A,2006,491
SVK,PISASCIENCE,BOY,MEANSCORE,A,2009,490
SVK,PISASCIENCE,BOY,MEANSCORE,A,2012,474.658
SVK,PISASCIENCE,BOY,MEANSCORE,A,2015,460
SVK,PISASCIENCE,GIRL,MEANSCORE,A,2006,485
SVK,PISASCIENCE,GIRL,MEANSCORE,A,2009,491
SVK,PISASCIENCE,GIRL,MEANSCORE,A,2012,467.385
SVK,PISASCIENCE,GIRL,MEANSCORE,A,2015,461
ESP,PISASCIENCE,BOY,MEANSCORE,A,2006,491
ESP,PISASCIENCE,BOY,MEANSCORE,A,2009,492
ESP,PISASCIENCE,BOY,MEANSCORE,A,2012,500.119
ESP,PISASCIENCE,BOY,MEANSCORE,A,2015,496
ESP,PISASCIENCE,GIRL,MEANSCORE,A,2006,486
ESP,PISASCIENCE,GIRL,MEANSCORE,A,2009,485
ESP,PISASCIENCE,GIRL,MEANSCORE,A,2012,492.658
ESP,PISASCIENCE,GIRL,MEANSCORE,A,2015,489
SWE,PISASCIENCE,BOY,MEANSCORE,A,2006,504
SWE,PISASCIENCE,BOY,MEANSCORE,A,2009,493
SWE,PISASCIENCE,BOY,MEANSCORE,A,2012,481.151
SWE,PISASCIENCE,BOY,MEANSCORE,A,2015,491
SWE,PISASCIENCE,GIRL,MEANSCORE,A,2006,503
SWE,PISASCIENCE,GIRL,MEANSCORE,A,2009,497
SWE,PISASCIENCE,GIRL,MEANSCORE,A,2012,488.513
SWE,PISASCIENCE,GIRL,MEANSCORE,A,2015,496
CHE,PISASCIENCE,BOY,MEANSCORE,A,2006,514
CHE,PISASCIENCE,BOY,MEANSCORE,A,2009,520
CHE,PISASCIENCE,BOY,MEANSCORE,A,2012,518.255
CHE,PISASCIENCE,BOY,MEANSCORE,A,2015,508
CHE,PISASCIENCE,GIRL,MEANSCORE,A,2006,509
CHE,PISASCIENCE,GIRL,MEANSCORE,A,2009,512
CHE,PISASCIENCE,GIRL,MEANSCORE,A,2012,512.331
CHE,PISASCIENCE,GIRL,MEANSCORE,A,2015,502
TUR,PISASCIENCE,BOY,MEANSCORE,A,2006,418
TUR,PISASCIENCE,BOY,MEANSCORE,A,2009,448
TUR,PISASCIENCE,BOY,MEANSCORE,A,2012,458.316
TUR,PISASCIENCE,BOY,MEANSCORE,A,2015,422
TUR,PISASCIENCE,GIRL,MEANSCORE,A,2006,430
TUR,PISASCIENCE,GIRL,MEANSCORE,A,2009,460
TUR,PISASCIENCE,GIRL,MEANSCORE,A,2012,468.622
TUR,PISASCIENCE,GIRL,MEANSCORE,A,2015,429
GBR,PISASCIENCE,BOY,MEANSCORE,A,2006,520
GBR,PISASCIENCE,BOY,MEANSCORE,A,2009,519
GBR,PISASCIENCE,BOY,MEANSCORE,A,2012,520.622
GBR,PISASCIENCE,BOY,MEANSCORE,A,2015,510
GBR,PISASCIENCE,GIRL,MEANSCORE,A,2006,510
GBR,PISASCIENCE,GIRL,MEANSCORE,A,2009,509
GBR,PISASCIENCE,GIRL,MEANSCORE,A,2012,507.883
GBR,PISASCIENCE,GIRL,MEANSCORE,A,2015,509
USA,PISASCIENCE,BOY,MEANSCORE,A,2006,489
USA,PISASCIENCE,BOY,MEANSCORE,A,2009,509
USA,PISASCIENCE,BOY,MEANSCORE,A,2012,496.529
USA,PISASCIENCE,BOY,MEANSCORE,A,2015,500
USA,PISASCIENCE,GIRL,MEANSCORE,A,2006,489
USA,PISASCIENCE,GIRL,MEANSCORE,A,2009,495
USA,PISASCIENCE,GIRL,MEANSCORE,A,2012,498.325
USA,PISASCIENCE,GIRL,MEANSCORE,A,2015,493
BRA,PISASCIENCE,BOY,MEANSCORE,A,2006,395
BRA,PISASCIENCE,BOY,MEANSCORE,A,2009,407
BRA,PISASCIENCE,BOY,MEANSCORE,A,2012,405.541
BRA,PISASCIENCE,BOY,MEANSCORE,A,2015,403
BRA,PISASCIENCE,GIRL,MEANSCORE,A,2006,386
BRA,PISASCIENCE,GIRL,MEANSCORE,A,2009,404
BRA,PISASCIENCE,GIRL,MEANSCORE,A,2012,403.949
BRA,PISASCIENCE,GIRL,MEANSCORE,A,2015,399
CHL,PISASCIENCE,BOY,MEANSCORE,A,2006,448
CHL,PISASCIENCE,BOY,MEANSCORE,A,2009,452
CHL,PISASCIENCE,BOY,MEANSCORE,A,2012,448.441
CHL,PISASCIENCE,BOY,MEANSCORE,A,2015,454
CHL,PISASCIENCE,GIRL,MEANSCORE,A,2006,426
CHL,PISASCIENCE,GIRL,MEANSCORE,A,2009,443
CHL,PISASCIENCE,GIRL,MEANSCORE,A,2012,441.645
CHL,PISASCIENCE,GIRL,MEANSCORE,A,2015,440
EST,PISASCIENCE,BOY,MEANSCORE,A,2006,530
EST,PISASCIENCE,BOY,MEANSCORE,A,2009,527
EST,PISASCIENCE,BOY,MEANSCORE,A,2012,540.177
EST,PISASCIENCE,BOY,MEANSCORE,A,2015,536
EST,PISASCIENCE,GIRL,MEANSCORE,A,2006,533
EST,PISASCIENCE,GIRL,MEANSCORE,A,2009,528
EST,PISASCIENCE,GIRL,MEANSCORE,A,2012,542.608
EST,PISASCIENCE,GIRL,MEANSCORE,A,2015,533
IDN,PISASCIENCE,BOY,MEANSCORE,A,2006,399
IDN,PISASCIENCE,BOY,MEANSCORE,A,2009,378
IDN,PISASCIENCE,BOY,MEANSCORE,A,2012,380.409
IDN,PISASCIENCE,BOY,MEANSCORE,A,2015,401
IDN,PISASCIENCE,GIRL,MEANSCORE,A,2006,387
IDN,PISASCIENCE,GIRL,MEANSCORE,A,2009,387
IDN,PISASCIENCE,GIRL,MEANSCORE,A,2012,383.459
IDN,PISASCIENCE,GIRL,MEANSCORE,A,2015,405
ISR,PISASCIENCE,BOY,MEANSCORE,A,2006,456
ISR,PISASCIENCE,BOY,MEANSCORE,A,2009,453
ISR,PISASCIENCE,BOY,MEANSCORE,A,2012,469.715
ISR,PISASCIENCE,BOY,MEANSCORE,A,2015,469
ISR,PISASCIENCE,GIRL,MEANSCORE,A,2006,452
ISR,PISASCIENCE,GIRL,MEANSCORE,A,2009,456
ISR,PISASCIENCE,GIRL,MEANSCORE,A,2012,470.419
ISR,PISASCIENCE,GIRL,MEANSCORE,A,2015,464
RUS,PISASCIENCE,BOY,MEANSCORE,A,2009,477
RUS,PISASCIENCE,BOY,MEANSCORE,A,2012,483.532
RUS,PISASCIENCE,BOY,MEANSCORE,A,2015,489
RUS,PISASCIENCE,GIRL,MEANSCORE,A,2009,480
RUS,PISASCIENCE,GIRL,MEANSCORE,A,2012,489.058
RUS,PISASCIENCE,GIRL,MEANSCORE,A,2015,485
SVN,PISASCIENCE,BOY,MEANSCORE,A,2006,515
SVN,PISASCIENCE,BOY,MEANSCORE,A,2009,505
SVN,PISASCIENCE,BOY,MEANSCORE,A,2012,509.882
SVN,PISASCIENCE,BOY,MEANSCORE,A,2015,510
SVN,PISASCIENCE,GIRL,MEANSCORE,A,2006,523
SVN,PISASCIENCE,GIRL,MEANSCORE,A,2009,519
SVN,PISASCIENCE,GIRL,MEANSCORE,A,2012,518.717
SVN,PISASCIENCE,GIRL,MEANSCORE,A,2015,516
OAVG,PISASCIENCE,BOY,MEANSCORE,A,2006,499.441
OAVG,PISASCIENCE,BOY,MEANSCORE,A,2009,500.853
OAVG,PISASCIENCE,BOY,MEANSCORE,A,2012,501.863
OAVG,PISASCIENCE,BOY,MEANSCORE,A,2015,495
OAVG,PISASCIENCE,GIRL,MEANSCORE,A,2006,497.118
OAVG,PISASCIENCE,GIRL,MEANSCORE,A,2009,500.824
OAVG,PISASCIENCE,GIRL,MEANSCORE,A,2012,500.406
OAVG,PISASCIENCE,GIRL,MEANSCORE,A,2015,491
LVA,PISASCIENCE,BOY,MEANSCORE,A,2015,485
LVA,PISASCIENCE,GIRL,MEANSCORE,A,2015,496
AUS,PISASCIENCE,TOT,MEANSCORE,A,2006,527
AUS,PISASCIENCE,TOT,MEANSCORE,A,2009,527
AUS,PISASCIENCE,TOT,MEANSCORE,A,2012,521
AUS,PISASCIENCE,TOT,MEANSCORE,A,2015,510
AUT,PISASCIENCE,TOT,MEANSCORE,A,2006,511
AUT,PISASCIENCE,TOT,MEANSCORE,A,2012,506
AUT,PISASCIENCE,TOT,MEANSCORE,A,2015,495
BEL,PISASCIENCE,TOT,MEANSCORE,A,2006,510
BEL,PISASCIENCE,TOT,MEANSCORE,A,2009,507
BEL,PISASCIENCE,TOT,MEANSCORE,A,2012,505
BEL,PISASCIENCE,TOT,MEANSCORE,A,2015,502
CAN,PISASCIENCE,TOT,MEANSCORE,A,2006,534
CAN,PISASCIENCE,TOT,MEANSCORE,A,2009,529
CAN,PISASCIENCE,TOT,MEANSCORE,A,2012,525
CAN,PISASCIENCE,TOT,MEANSCORE,A,2015,528
CZE,PISASCIENCE,TOT,MEANSCORE,A,2006,513
CZE,PISASCIENCE,TOT,MEANSCORE,A,2009,500
CZE,PISASCIENCE,TOT,MEANSCORE,A,2012,508
CZE,PISASCIENCE,TOT,MEANSCORE,A,2015,493
DNK,PISASCIENCE,TOT,MEANSCORE,A,2006,496
DNK,PISASCIENCE,TOT,MEANSCORE,A,2009,499
DNK,PISASCIENCE,TOT,MEANSCORE,A,2012,498
DNK,PISASCIENCE,TOT,MEANSCORE,A,2015,502
FIN,PISASCIENCE,TOT,MEANSCORE,A,2006,563
FIN,PISASCIENCE,TOT,MEANSCORE,A,2009,554
FIN,PISASCIENCE,TOT,MEANSCORE,A,2012,545
FIN,PISASCIENCE,TOT,MEANSCORE,A,2015,531
FRA,PISASCIENCE,TOT,MEANSCORE,A,2006,495
FRA,PISASCIENCE,TOT,MEANSCORE,A,2009,498
FRA,PISASCIENCE,TOT,MEANSCORE,A,2012,499
FRA,PISASCIENCE,TOT,MEANSCORE,A,2015,495
DEU,PISASCIENCE,TOT,MEANSCORE,A,2006,516
DEU,PISASCIENCE,TOT,MEANSCORE,A,2009,520
DEU,PISASCIENCE,TOT,MEANSCORE,A,2012,524
DEU,PISASCIENCE,TOT,MEANSCORE,A,2015,509
GRC,PISASCIENCE,TOT,MEANSCORE,A,2006,473
GRC,PISASCIENCE,TOT,MEANSCORE,A,2009,470
GRC,PISASCIENCE,TOT,MEANSCORE,A,2012,467
GRC,PISASCIENCE,TOT,MEANSCORE,A,2015,455
HUN,PISASCIENCE,TOT,MEANSCORE,A,2006,504
HUN,PISASCIENCE,TOT,MEANSCORE,A,2009,503
HUN,PISASCIENCE,TOT,MEANSCORE,A,2012,494
HUN,PISASCIENCE,TOT,MEANSCORE,A,2015,477
ISL,PISASCIENCE,TOT,MEANSCORE,A,2006,491
ISL,PISASCIENCE,TOT,MEANSCORE,A,2009,496
ISL,PISASCIENCE,TOT,MEANSCORE,A,2012,478
ISL,PISASCIENCE,TOT,MEANSCORE,A,2015,473
IRL,PISASCIENCE,TOT,MEANSCORE,A,2006,508
IRL,PISASCIENCE,TOT,MEANSCORE,A,2009,508
IRL,PISASCIENCE,TOT,MEANSCORE,A,2012,522
IRL,PISASCIENCE,TOT,MEANSCORE,A,2015,503
ITA,PISASCIENCE,TOT,MEANSCORE,A,2006,475
ITA,PISASCIENCE,TOT,MEANSCORE,A,2009,489
ITA,PISASCIENCE,TOT,MEANSCORE,A,2012,494
ITA,PISASCIENCE,TOT,MEANSCORE,A,2015,481
JPN,PISASCIENCE,TOT,MEANSCORE,A,2006,531
JPN,PISASCIENCE,TOT,MEANSCORE,A,2009,539
JPN,PISASCIENCE,TOT,MEANSCORE,A,2012,547
JPN,PISASCIENCE,TOT,MEANSCORE,A,2015,538
KOR,PISASCIENCE,TOT,MEANSCORE,A,2006,522
KOR,PISASCIENCE,TOT,MEANSCORE,A,2009,538
KOR,PISASCIENCE,TOT,MEANSCORE,A,2012,538
KOR,PISASCIENCE,TOT,MEANSCORE,A,2015,516
LUX,PISASCIENCE,TOT,MEANSCORE,A,2006,486
LUX,PISASCIENCE,TOT,MEANSCORE,A,2009,484
LUX,PISASCIENCE,TOT,MEANSCORE,A,2012,491
LUX,PISASCIENCE,TOT,MEANSCORE,A,2015,483
MEX,PISASCIENCE,TOT,MEANSCORE,A,2006,410
MEX,PISASCIENCE,TOT,MEANSCORE,A,2009,416
MEX,PISASCIENCE,TOT,MEANSCORE,A,2012,415
MEX,PISASCIENCE,TOT,MEANSCORE,A,2015,416
NLD,PISASCIENCE,TOT,MEANSCORE,A,2006,525
NLD,PISASCIENCE,TOT,MEANSCORE,A,2009,522
NLD,PISASCIENCE,TOT,MEANSCORE,A,2012,522
NLD,PISASCIENCE,TOT,MEANSCORE,A,2015,509
NZL,PISASCIENCE,TOT,MEANSCORE,A,2006,530
NZL,PISASCIENCE,TOT,MEANSCORE,A,2009,532
NZL,PISASCIENCE,TOT,MEANSCORE,A,2012,516
NZL,PISASCIENCE,TOT,MEANSCORE,A,2015,513
NOR,PISASCIENCE,TOT,MEANSCORE,A,2006,487
NOR,PISASCIENCE,TOT,MEANSCORE,A,2009,500
NOR,PISASCIENCE,TOT,MEANSCORE,A,2012,495
NOR,PISASCIENCE,TOT,MEANSCORE,A,2015,498
POL,PISASCIENCE,TOT,MEANSCORE,A,2006,498
POL,PISASCIENCE,TOT,MEANSCORE,A,2009,508
POL,PISASCIENCE,TOT,MEANSCORE,A,2012,526
POL,PISASCIENCE,TOT,MEANSCORE,A,2015,501
PRT,PISASCIENCE,TOT,MEANSCORE,A,2006,474
PRT,PISASCIENCE,TOT,MEANSCORE,A,2009,493
PRT,PISASCIENCE,TOT,MEANSCORE,A,2012,489
PRT,PISASCIENCE,TOT,MEANSCORE,A,2015,501
SVK,PISASCIENCE,TOT,MEANSCORE,A,2006,488
SVK,PISASCIENCE,TOT,MEANSCORE,A,2009,490
SVK,PISASCIENCE,TOT,MEANSCORE,A,2012,471
SVK,PISASCIENCE,TOT,MEANSCORE,A,2015,461
ESP,PISASCIENCE,TOT,MEANSCORE,A,2006,488
ESP,PISASCIENCE,TOT,MEANSCORE,A,2009,488
ESP,PISASCIENCE,TOT,MEANSCORE,A,2012,496
ESP,PISASCIENCE,TOT,MEANSCORE,A,2015,493
SWE,PISASCIENCE,TOT,MEANSCORE,A,2006,503
SWE,PISASCIENCE,TOT,MEANSCORE,A,2009,495
SWE,PISASCIENCE,TOT,MEANSCORE,A,2012,485
SWE,PISASCIENCE,TOT,MEANSCORE,A,2015,493
CHE,PISASCIENCE,TOT,MEANSCORE,A,2006,512
CHE,PISASCIENCE,TOT,MEANSCORE,A,2009,517
CHE,PISASCIENCE,TOT,MEANSCORE,A,2012,515
CHE,PISASCIENCE,TOT,MEANSCORE,A,2015,506
TUR,PISASCIENCE,TOT,MEANSCORE,A,2006,424
TUR,PISASCIENCE,TOT,MEANSCORE,A,2009,454
TUR,PISASCIENCE,TOT,MEANSCORE,A,2012,463
TUR,PISASCIENCE,TOT,MEANSCORE,A,2015,425
GBR,PISASCIENCE,TOT,MEANSCORE,A,2006,515
GBR,PISASCIENCE,TOT,MEANSCORE,A,2009,514
GBR,PISASCIENCE,TOT,MEANSCORE,A,2012,514
GBR,PISASCIENCE,TOT,MEANSCORE,A,2015,509
USA,PISASCIENCE,TOT,MEANSCORE,A,2006,489
USA,PISASCIENCE,TOT,MEANSCORE,A,2009,502
USA,PISASCIENCE,TOT,MEANSCORE,A,2012,497
USA,PISASCIENCE,TOT,MEANSCORE,A,2015,496
BRA,PISASCIENCE,TOT,MEANSCORE,A,2006,390
BRA,PISASCIENCE,TOT,MEANSCORE,A,2009,405
BRA,PISASCIENCE,TOT,MEANSCORE,A,2012,402
BRA,PISASCIENCE,TOT,MEANSCORE,A,2015,401
CHL,PISASCIENCE,TOT,MEANSCORE,A,2006,438
CHL,PISASCIENCE,TOT,MEANSCORE,A,2009,447
CHL,PISASCIENCE,TOT,MEANSCORE,A,2012,445
CHL,PISASCIENCE,TOT,MEANSCORE,A,2015,447
EST,PISASCIENCE,TOT,MEANSCORE,A,2006,531
EST,PISASCIENCE,TOT,MEANSCORE,A,2009,528
EST,PISASCIENCE,TOT,MEANSCORE,A,2012,541
EST,PISASCIENCE,TOT,MEANSCORE,A,2015,534
IDN,PISASCIENCE,TOT,MEANSCORE,A,2006,393
IDN,PISASCIENCE,TOT,MEANSCORE,A,2009,383
IDN,PISASCIENCE,TOT,MEANSCORE,A,2012,382
IDN,PISASCIENCE,TOT,MEANSCORE,A,2015,403
ISR,PISASCIENCE,TOT,MEANSCORE,A,2006,454
ISR,PISASCIENCE,TOT,MEANSCORE,A,2009,455
ISR,PISASCIENCE,TOT,MEANSCORE,A,2012,470
ISR,PISASCIENCE,TOT,MEANSCORE,A,2015,467
LVA,PISASCIENCE,TOT,MEANSCORE,A,2006,490
LVA,PISASCIENCE,TOT,MEANSCORE,A,2009,494
LVA,PISASCIENCE,TOT,MEANSCORE,A,2012,502
LVA,PISASCIENCE,TOT,MEANSCORE,A,2015,490
RUS,PISASCIENCE,TOT,MEANSCORE,A,2006,478
RUS,PISASCIENCE,TOT,MEANSCORE,A,2009,486
RUS,PISASCIENCE,TOT,MEANSCORE,A,2012,487
SGP,PISASCIENCE,BOY,MEANSCORE,A,2015,559
SGP,PISASCIENCE,GIRL,MEANSCORE,A,2015,552
SVN,PISASCIENCE,TOT,MEANSCORE,A,2006,519
SVN,PISASCIENCE,TOT,MEANSCORE,A,2009,512
SVN,PISASCIENCE,TOT,MEANSCORE,A,2012,514
SVN,PISASCIENCE,TOT,MEANSCORE,A,2015,513
OAVG,PISASCIENCE,TOT,MEANSCORE,A,2006,498
OAVG,PISASCIENCE,TOT,MEANSCORE,A,2009,501
OAVG,PISASCIENCE,TOT,MEANSCORE,A,2012,501
OAVG,PISASCIENCE,TOT,MEANSCORE,A,2015,493
COL,PISASCIENCE,TOT,MEANSCORE,A,2015,416
COL,PISASCIENCE,BOY,MEANSCORE,A,2015,421
COL,PISASCIENCE,GIRL,MEANSCORE,A,2015,411
HKG,PISASCIENCE,TOT,MEANSCORE,A,2015,523
HKG,PISASCIENCE,BOY,MEANSCORE,A,2015,523
HKG,PISASCIENCE,GIRL,MEANSCORE,A,2015,524
PER,PISASCIENCE,TOT,MEANSCORE,A,2015,397
PER,PISASCIENCE,BOY,MEANSCORE,A,2015,402
PER,PISASCIENCE,GIRL,MEANSCORE,A,2015,392
SGP,PISASCIENCE,TOT,MEANSCORE,A,2015,556
TWN,PISASCIENCE,TOT,MEANSCORE,A,2015,532
TWN,PISASCIENCE,BOY,MEANSCORE,A,2015,535
TWN,PISASCIENCE,GIRL,MEANSCORE,A,2015,530
MAC,PISASCIENCE,TOT,MEANSCORE,A,2015,529
MAC,PISASCIENCE,BOY,MEANSCORE,A,2015,525
MAC,PISASCIENCE,GIRL,MEANSCORE,A,2015,532
